order_id,order_date,customer_id,area,tiffin_type,meal_type,order_time,delivery_partner,delivery_distance_km,prep_time_min,delivery_time_min,quantity,discount,order_amount,payment_method,order_status,customer_rating,complaint,,,,,
192,27-05-2025,C109,Dilsukhnagar,Veg,Lunch,11:45:00,Naveen,4,22,15,1,0,120,UPI,Delivered,4,No,,,,,
193,28-05-2025,C093,Miyapur,Veg,Dinner,21:45:00,Amit,5,22,23,3,20,370,UPI,Delivered,5,No,,,,,
194,02-05-2025,C085,Dilsukhnagar,Veg,Dinner,20:15:00,Naveen,7,20,35,1,20,110,UPI,Late,5,No,,,,,
195,02-04-2025,C101,Secunderabad,Veg,Breakfast,09:20:00,Suresh,5.9,31,38,1,15,65,Card,Late,0,No,,,,,
196,04-04-2025,C117,Dilsukhnagar,Veg,Lunch,11:30:00,Vikram,5,15,28,3,0,360,Wallet,Late,3,No,,,,,
197,15-05-2025,C006,LB Nagar,Non-Veg,Lunch,11:50:00,Kiran,6.3,12,38,1,0,155,UPI,Delivered,2,No,,,,,
198,26-06-2025,C048,Kondapur,Veg,Breakfast,08:15:00,Naveen,3.4,20,34,1,10,70,Wallet,Delivered,4,No,,,,,
199,04-04-2025,C017,Jubilee Hills,Veg,Dinner,19:50:00,Amit,6.8,14,36,1,20,110,Cash,Delivered,4,No,,,,,
200,17-05-2025,C081,Jubilee Hills,Veg,Lunch,12:50:00,Naveen,2.3,15,32,2,10,230,Wallet,Cancelled,0,No,,,,,
201,15-06-2025,C022,Manikonda,Non-Veg,Breakfast,09:40:00,Suresh,6.2,12,44,1,20,95,Card,Late,5,No,,,,,
202,16-04-2025,C099,Begumpet,Veg,Breakfast,09:10:00,Suresh,7.5,20,55,2,15,145,Wallet,Delivered,4,No,,,,,
203,21-06-2025,C003,Secunderabad,Veg,Dinner,19:15:00,Suresh,2.8,10,16,1,0,130,Cash,Delivered,5,No,,,,,
204,20-05-2025,C057,Kukatpally,Veg,Dinner,21:45:00,Rahul,7.8,21,40,1,10,120,Card,Delivered,0,No,,,,,
205,29-04-2025,C147,Hitech City,Non-Veg,Dinner,20:15:00,Arun,5.1,11,54,1,10,155,Card,Cancelled,0,No,,,,,
206,09-06-2025,C116,Kukatpally,Jain,Breakfast,10:20:00,Kiran,4.8,18,40,1,0,75,UPI,Delivered,4,No,,,,,
207,27-05-2025,C036,Dilsukhnagar,Non-Veg,Breakfast,08:20:00,Vikram,5.6,19,29,1,0,115,Cash,Late,5,No,,,,,
208,08-04-2025,C132,Uppal,Veg,Dinner,20:30:00,Amit,5.5,29,46,1,20,110,Cash,Delivered,4,No,,,,,
209,23-05-2025,C101,Secunderabad,Non-Veg,Breakfast,09:15:00,Suresh,8,14,33,1,0,115,Card,Late,4,No,,,,,
210,20-06-2025,C095,Secunderabad,Veg,Lunch,14:50:00,Imran,4.2,18,42,2,0,240,Card,Delivered,4,No,,,,,
211,14-06-2025,C110,LB Nagar,Veg,Breakfast,07:50:00,Vikram,0.8,27,25,2,0,160,Wallet,Cancelled,0,No,,,,,
212,05-05-2025,C012,Hitech City,Veg,Lunch,13:40:00,Imran,3.6,11,18,1,10,110,UPI,Delivered,5,No,,,,,
213,16-04-2025,C078,Kondapur,Veg,Breakfast,10:50:00,Arun,6.3,18,27,3,0,240,UPI,Late,5,No,,,,,
214,23-06-2025,C060,Begumpet,Veg,Lunch,13:10:00,Amit,1.7,15,41,3,0,360,UPI,Delivered,4,No,,,,,
215,01-04-2025,C031,LB Nagar,Veg,Breakfast,10:10:00,Naveen,3.9,8,30,1,20,60,Cash,Delivered,1,No,,,,,
216,01-06-2025,C098,Dilsukhnagar,Veg,Breakfast,08:45:00,Suresh,3.9,8,32,2,0,160,Cash,Delivered,4,No,,,,,
217,09-04-2025,C114,LB Nagar,Veg,Dinner,18:15:00,Vikram,4,22,47,2,20,240,UPI,Late,3,No,,,,,
218,13-04-2025,C142,Jubilee Hills,Veg,Breakfast,07:45:00,Arun,7,16,30,1,0,80,UPI,Delivered,4,No,,,,,
219,24-06-2025,C128,Manikonda,Non-Veg,Lunch,12:20:00,Amit,10.2,18,45,1,0,155,UPI,Delivered,4,No,,,,,
220,17-05-2025,C121,Dilsukhnagar,Non-Veg,Lunch,12:45:00,Amit,4.4,19,32,1,0,155,UPI,Cancelled,0,No,,,,,
221,15-06-2025,C129,Dilsukhnagar,Veg,Breakfast,07:30:00,Naveen,3.2,14,31,3,10,230,Wallet,Cancelled,0,No,,,,,
222,29-06-2025,C084,Begumpet,Veg,Lunch,11:15:00,Amit,3.3,13,32,1,15,105,Card,Delivered,5,No,,,,,
223,29-06-2025,C045,Hitech City,Veg,Lunch,12:00:00,Rahul,3.9,27,12,3,0,360,Cash,Delivered,5,Yes,,,,,
224,29-06-2025,C069,Miyapur,Jain,Breakfast,08:50:00,Amit,6.9,25,22,1,20,75,UPI,Delivered,3,No,,,,,
225,13-05-2025,C015,Secunderabad,Veg,Lunch,13:10:00,Suresh,3.7,15,21,3,20,340,Card,Delivered,4,No,,,,,
226,21-04-2025,C099,Uppal,Veg,Lunch,11:10:00,Suresh,2.8,11,44,1,0,120,Cash,Delivered,4,No,,,,,
227,05-04-2025,C096,Hitech City,Veg,Dinner,21:20:00,Rahul,6.6,25,43,1,20,110,Cash,Delivered,4,Yes,,,,,
228,29-04-2025,C003,Ameerpet,Veg,Dinner,18:45:00,Vikram,2,14,32,1,0,130,Card,Delivered,4,No,,,,,
229,12-06-2025,C063,Kondapur,Veg,Lunch,12:50:00,Rahul,1.8,22,26,3,0,360,Wallet,Late,5,No,,,,,
230,04-04-2025,C027,Gachibowli,Jain,Breakfast,09:00:00,Vikram,3.7,22,35,1,20,75,Wallet,Delivered,5,No,,,,,
231,02-06-2025,C022,Jubilee Hills,Veg,Breakfast,08:30:00,Amit,3.7,24,23,3,15,225,Cash,Delivered,5,No,,,,,
232,21-06-2025,C101,Miyapur,Veg,Lunch,11:00:00,Kiran,5.9,21,34,3,0,360,Card,Delivered,4,No,,,,,
233,28-05-2025,C120,Ameerpet,Jain,Lunch,12:10:00,Naveen,5.2,10,42,1,15,120,UPI,Delivered,3,No,,,,,
234,08-06-2025,C011,Gachibowli,Veg,Lunch,12:50:00,Kiran,4.1,14,41,1,0,120,Cash,Delivered,3,No,,,,,
235,12-04-2025,C104,LB Nagar,Veg,Dinner,19:40:00,Imran,3,9,18,1,0,130,Cash,Delivered,5,No,,,,,
236,13-04-2025,C022,Jubilee Hills,Veg,Lunch,11:15:00,Arun,5.8,10,50,1,0,120,UPI,Delivered,4,No,,,,,
237,03-04-2025,C044,Uppal,Non-Veg,Breakfast,08:50:00,Naveen,0.8,28,28,1,0,115,Wallet,Delivered,2,No,,,,,
238,03-06-2025,C009,Jubilee Hills,Veg,Breakfast,10:45:00,Vikram,4.3,14,36,1,0,80,Card,Delivered,4,No,,,,,
239,03-06-2025,C064,Manikonda,Veg,Lunch,14:00:00,Rahul,4.4,24,34,1,10,110,Wallet,Delivered,5,No,,,,,
240,16-05-2025,C057,Madhapur,Jain,Lunch,14:40:00,Arun,4.8,15,34,1,10,125,UPI,Delivered,3,No,,,,,
241,31-05-2025,C015,Dilsukhnagar,Jain,Dinner,20:20:00,Vikram,5.2,8,24,1,20,125,Wallet,Delivered,4,No,,,,,
242,16-05-2025,C091,Jubilee Hills,Veg,Breakfast,08:20:00,Suresh,6.1,19,35,2,20,140,Cash,Delivered,5,Yes,,,,,
243,03-06-2025,C135,Secunderabad,Veg,Dinner,20:15:00,Rahul,4.5,20,29,1,0,130,Card,Cancelled,0,No,,,,,
244,18-06-2025,C037,Dilsukhnagar,Non-Veg,Breakfast,08:40:00,Amit,2.8,19,22,3,0,345,Card,Delivered,2,No,,,,,
245,10-04-2025,C125,Manikonda,Veg,Lunch,14:10:00,Kiran,5.4,8,44,1,0,120,Cash,Late,5,No,,,,,
246,11-06-2025,C046,Miyapur,Veg,Dinner,20:20:00,Rahul,5.5,19,43,2,10,250,Wallet,Delivered,5,No,,,,,
247,12-06-2025,C037,Ameerpet,Jain,Breakfast,08:40:00,Amit,8.2,24,26,3,0,285,Cash,Late,5,No,,,,,
248,15-05-2025,C064,Miyapur,Non-Veg,Lunch,12:10:00,not avilable any delivery patner,1.7,14,28,2,20,290,Card,Delivered,4,No,,,,,
249,03-05-2025,C140,Begumpet,Veg,Breakfast,07:00:00,Amit,5.6,13,37,2,0,160,Wallet,Delivered,4,No,,,,,
250,13-06-2025,C027,Hitech City,Veg,Dinner,19:15:00,Kiran,2.8,14,19,2,0,260,Cash,Delivered,2,No,,,,,
251,19-05-2025,C043,Jubilee Hills,Veg,Breakfast,07:10:00,Naveen,2.5,9,22,4,10,310,Cash,Late,2,No,,,,,
252,07-04-2025,C073,Kukatpally,Jain,Breakfast,09:20:00,Vikram,6.8,12,59,1,15,80,UPI,Late,5,No,,,,,
253,07-04-2025,C123,Gachibowli,Veg,Lunch,14:15:00,Amit,5.6,19,29,1,0,120,UPI,Delivered,5,No,,,,,
254,27-04-2025,C024,Manikonda,Veg,Breakfast,09:10:00,Naveen,6,14,37,1,10,70,Cash,Delivered,4,No,,,,,
255,18-05-2025,C016,Kondapur,Veg,Lunch,13:15:00,Amit,10.1,17,54,1,10,110,UPI,Delivered,4,No,,,,,
256,25-06-2025,C122,Jubilee Hills,Veg,Lunch,14:20:00,Vikram,3,17,45,2,15,225,Wallet,Delivered,5,No,,,,,
257,09-05-2025,C115,Kondapur,Veg,Breakfast,10:00:00,Suresh,3.1,28,36,3,15,225,Cash,Late,5,No,,,,,
258,25-04-2025,C082,Uppal,Veg,Breakfast,07:45:00,Amit,3.3,21,39,2,0,160,UPI,Late,3,No,,,,,
259,20-05-2025,C108,Hitech City,Non-Veg,Dinner,21:40:00,Naveen,5.9,8,30,1,0,165,Cash,Late,5,No,,,,,
260,19-04-2025,C106,Kukatpally,Veg,Dinner,18:10:00,Naveen,4,17,37,1,0,130,Wallet,Cancelled,0,No,,,,,
261,13-06-2025,C103,Madhapur,Veg,Dinner,21:00:00,not avilable any delivery patner,4.9,9,37,1,15,115,Card,Cancelled,0,No,,,,,
262,28-06-2025,C072,LB Nagar,Jain,Breakfast,07:50:00,Imran,5.8,21,45,2,0,190,UPI,Delivered,5,No,,,,,
263,30-04-2025,C114,Gachibowli,Non-Veg,Breakfast,09:50:00,Naveen,6.3,20,37,1,20,95,Wallet,Delivered,5,No,,,,,
264,06-06-2025,C146,Madhapur,Veg,Lunch,11:15:00,Suresh,0.8,20,28,2,10,230,Cash,Delivered,5,No,,,,,
265,26-04-2025,C130,Begumpet,Veg,Breakfast,08:00:00,Amit,5.1,10,26,3,20,220,UPI,Delivered,4,No,,,,,
266,01-05-2025,C042,LB Nagar,Veg,Lunch,14:50:00,Arun,6.8,17,44,2,15,225,UPI,Cancelled,0,No,,,,,
267,07-05-2025,C069,Manikonda,Veg,Breakfast,10:00:00,Naveen,4.6,18,41,1,0,80,UPI,Delivered,5,No,,,,,
268,27-06-2025,C079,Miyapur,Veg,Breakfast,10:15:00,Arun,3.4,18,28,1,0,80,Wallet,Delivered,4,No,,,,,
269,19-05-2025,C027,Madhapur,Veg,Lunch,14:30:00,Kiran,3.5,16,33,1,15,105,Card,Cancelled,0,No,,,,,
270,09-05-2025,C077,Gachibowli,Veg,Dinner,18:50:00,Suresh,3.4,25,24,4,20,500,Cash,Delivered,5,No,,,,,
271,08-04-2025,C108,Begumpet,Veg,Dinner,21:40:00,Naveen,4.1,15,44,2,20,240,UPI,Delivered,5,No,,,,,
272,14-06-2025,C092,Banjara Hills,Non-Veg,Dinner,19:40:00,Arun,4.9,24,22,1,15,150,Cash,Late,5,No,,,,,
273,24-06-2025,C047,Manikonda,Veg,Dinner,19:30:00,Kiran,5.1,23,35,1,0,130,UPI,Late,5,No,,,,,
274,29-04-2025,C031,Secunderabad,Veg,Lunch,12:30:00,Rahul,6.8,14,49,2,0,240,UPI,Delivered,5,No,,,,,
275,31-05-2025,C146,Uppal,Veg,Breakfast,07:45:00,Imran,9.6,15,40,1,0,80,Cash,Delivered,5,No,,,,,
276,11-05-2025,C071,Gachibowli,Veg,Dinner,19:10:00,Suresh,7.7,27,36,1,0,130,Cash,Delivered,5,Yes,,,,,
277,02-06-2025,C096,Madhapur,Veg,Breakfast,08:45:00,Kiran,3.6,16,21,1,10,70,Cash,Delivered,1,No,,,,,
278,03-04-2025,C079,Kondapur,Veg,Dinner,18:20:00,Amit,2.5,11,23,2,0,260,UPI,Delivered,3,No,,,,,
279,09-05-2025,C049,Kondapur,Veg,Lunch,14:40:00,Naveen,4.4,19,46,2,0,240,UPI,Delivered,5,No,,,,,
280,30-04-2025,C010,Begumpet,Non-Veg,Breakfast,08:20:00,Arun,2.3,23,27,1,0,115,UPI,Delivered,4,No,,,,,
281,16-06-2025,C040,Gachibowli,Veg,Breakfast,07:00:00,Rahul,4.4,22,24,1,10,70,Card,Delivered,3,No,,,,,
282,24-05-2025,C073,Hitech City,Veg,Dinner,18:30:00,Amit,5.3,18,39,2,10,250,Wallet,Delivered,4,No,,,,,
283,26-04-2025,C141,Secunderabad,Non-Veg,Dinner,19:30:00,Vikram,5.1,32,30,3,0,495,Wallet,Late,4,No,,,,,
284,13-05-2025,C131,Hitech City,Veg,Breakfast,07:00:00,Amit,3.3,14,27,3,15,225,Card,Late,4,No,,,,,
285,22-06-2025,C081,Begumpet,Veg,Breakfast,10:30:00,Amit,3.1,25,42,1,0,80,UPI,Delivered,5,No,,,,,
286,06-04-2025,C088,Kondapur,Veg,Breakfast,08:15:00,Amit,3.2,13,35,2,15,145,Wallet,Delivered,5,No,,,,,
287,22-05-2025,C034,Miyapur,Veg,Lunch,13:45:00,Rahul,3.3,21,33,1,10,110,Cash,Late,5,No,,,,,
288,14-04-2025,C034,Secunderabad,Veg,Lunch,14:50:00,Imran,1.2,27,41,1,0,120,UPI,Cancelled,0,Yes,,,,,
289,23-05-2025,C145,Gachibowli,Veg,Lunch,11:10:00,Kiran,3.2,15,33,1,20,100,UPI,Late,4,No,,,,,
290,26-05-2025,C014,Madhapur,Veg,Dinner,19:50:00,Suresh,5.2,21,51,2,10,250,Wallet,Delivered,5,No,,,,,
291,03-06-2025,C097,Begumpet,Veg,Breakfast,07:50:00,Vikram,4.1,13,22,1,0,80,UPI,Delivered,4,No,,,,,
292,29-05-2025,C104,Begumpet,Non-Veg,Lunch,14:10:00,Rahul,2.9,17,45,1,0,155,UPI,Delivered,5,Yes,,,,,
293,12-04-2025,C117,Ameerpet,Veg,Dinner,20:20:00,Imran,3.4,19,31,1,0,130,Card,Delivered,5,No,,,,,
294,28-05-2025,C028,Madhapur,Veg,Breakfast,07:20:00,Suresh,7.1,33,34,1,20,60,Wallet,Delivered,5,No,,,,,
295,18-04-2025,C049,Miyapur,Veg,Dinner,21:10:00,Kiran,3.4,24,37,1,0,130,UPI,Delivered,4,No,,,,,
296,24-05-2025,C013,Banjara Hills,Veg,Breakfast,07:50:00,Naveen,8.6,21,39,1,15,65,Wallet,Delivered,5,Yes,,,,,
297,05-06-2025,C064,Kukatpally,Veg,Breakfast,08:15:00,Naveen,5.8,24,43,2,15,145,Card,Delivered,4,No,,,,,
298,08-05-2025,C141,LB Nagar,Veg,Lunch,12:15:00,Kiran,5.6,24,45,2,20,220,Cash,Cancelled,0,No,,,,,
299,26-04-2025,C139,Miyapur,Jain,Breakfast,09:40:00,Kiran,7.5,21,38,1,20,75,UPI,Late,5,No,,,,,
300,16-05-2025,C004,Banjara Hills,Veg,Dinner,21:45:00,Amit,4.8,25,28,2,15,245,UPI,Delivered,5,No,,,,,
301,19-05-2025,C016,Miyapur,Veg,Breakfast,07:00:00,Arun,5.3,15,35,2,0,160,Cash,Delivered,5,No,,,,,
302,09-06-2025,C144,Begumpet,Veg,Breakfast,09:50:00,Vikram,7.3,19,39,2,20,140,Card,Cancelled,0,No,,,,,
303,28-06-2025,C065,Gachibowli,Veg,Dinner,18:45:00,Imran,1.5,22,33,3,20,370,Cash,Delivered,5,Yes,,,,,
304,21-06-2025,C048,Kondapur,Non-Veg,Dinner,20:20:00,Amit,9.3,16,45,3,0,495,Wallet,Delivered,3,No,,,,,
305,06-04-2025,C040,Madhapur,Veg,Lunch,13:30:00,Suresh,5,27,34,1,0,120,Card,Delivered,4,No,,,,,
306,16-06-2025,C048,Banjara Hills,Non-Veg,Breakfast,09:50:00,Amit,5.1,21,36,1,0,115,Cash,Late,4,No,,,,,
307,24-05-2025,C136,Secunderabad,Veg,Dinner,21:10:00,Rahul,3.5,19,40,2,20,240,UPI,Delivered,4,No,,,,,
308,25-06-2025,C083,Begumpet,Jain,Lunch,14:20:00,Amit,2.2,18,23,1,15,120,Wallet,Delivered,5,No,,,,,
309,03-05-2025,C115,Secunderabad,Jain,Dinner,20:00:00,Rahul,7.1,8,34,2,0,290,Card,Cancelled,0,No,,,,,
310,23-06-2025,C017,Gachibowli,Jain,Breakfast,09:10:00,Vikram,5.3,27,35,1,15,80,Wallet,Cancelled,0,Yes,,,,,
311,14-04-2025,C014,Kondapur,Non-Veg,Breakfast,10:10:00,Arun,3.3,29,20,1,10,105,UPI,Late,4,No,,,,,
312,13-06-2025,C137,Madhapur,Veg,Breakfast,09:45:00,Amit,0.8,20,22,1,10,70,UPI,Delivered,1,No,,,,,
313,29-06-2025,C098,Begumpet,Veg,Breakfast,09:10:00,Rahul,2.3,22,31,2,15,145,Wallet,Delivered,4,No,,,,,
314,21-04-2025,C096,Madhapur,Non-Veg,Dinner,19:15:00,Suresh,3.3,10,38,2,15,315,UPI,Delivered,5,No,,,,,
315,06-04-2025,C132,Kondapur,Veg,Breakfast,10:10:00,Suresh,5.9,17,51,2,20,140,Cash,Delivered,4,No,,,,,
316,29-04-2025,C141,Secunderabad,Veg,Dinner,20:20:00,Amit,2.1,8,23,2,15,245,Card,Delivered,5,No,,,,,
317,25-06-2025,C026,Kukatpally,Veg,Breakfast,09:10:00,Amit,4.4,19,31,1,0,80,Cash,Delivered,3,No,,,,,
318,11-05-2025,C081,Begumpet,Veg,Lunch,14:40:00,Suresh,5.3,10,47,1,15,105,UPI,Delivered,5,No,,,,,
319,11-05-2025,C115,Ameerpet,Veg,Breakfast,08:45:00,Arun,4.3,24,36,1,20,60,Wallet,Late,4,No,,,,,
320,10-06-2025,C020,Miyapur,Non-Veg,Breakfast,08:10:00,Amit,5.5,21,39,2,0,230,UPI,Cancelled,0,No,,,,,
321,04-06-2025,C139,Secunderabad,Non-Veg,Dinner,18:45:00,Suresh,5.9,25,38,1,0,165,Card,Cancelled,0,No,,,,,
322,21-05-2025,C043,Dilsukhnagar,Veg,Breakfast,09:15:00,Suresh,6.1,17,48,1,10,70,Wallet,Delivered,0,No,,,,,
323,21-04-2025,C011,Manikonda,Jain,Breakfast,08:50:00,Vikram,3,28,30,1,10,85,Card,Delivered,3,No,,,,,
324,20-05-2025,C071,LB Nagar,Veg,Lunch,14:00:00,Arun,1.4,18,22,1,0,120,Cash,Late,5,No,,,,,
325,19-05-2025,C058,Banjara Hills,Veg,Dinner,21:40:00,Naveen,6.3,14,34,2,0,260,Card,Cancelled,0,No,,,,,
326,15-05-2025,C055,Kondapur,Veg,Lunch,14:00:00,Suresh,0.8,15,12,1,0,120,Cash,Delivered,3,No,,,,,
327,17-05-2025,C042,Manikonda,Veg,Dinner,18:20:00,Naveen,1,22,33,1,0,130,UPI,Delivered,5,No,,,,,
328,02-05-2025,C047,Banjara Hills,Veg,Breakfast,08:15:00,Naveen,5.4,12,35,1,15,65,UPI,Delivered,2,No,,,,,
329,24-06-2025,C037,Dilsukhnagar,Veg,Lunch,11:20:00,Suresh,4.5,11,46,4,10,470,Card,Delivered,4,No,,,,,
330,22-04-2025,C134,LB Nagar,Veg,Dinner,20:50:00,Naveen,6.4,16,38,1,10,120,Cash,Delivered,3,Yes,,,,,
331,17-06-2025,C024,Secunderabad,Jain,Breakfast,08:50:00,Suresh,5,8,33,1,15,80,UPI,Cancelled,0,No,,,,,
332,26-06-2025,C098,Ameerpet,Veg,Dinner,21:45:00,Amit,3,11,28,1,15,115,Wallet,Delivered,4,No,,,,,
333,18-04-2025,C049,Madhapur,Jain,Lunch,14:20:00,Rahul,8.5,21,37,1,15,120,UPI,Cancelled,0,No,,,,,
334,06-06-2025,C065,Kukatpally,Veg,Breakfast,10:20:00,Naveen,5.8,26,43,1,0,80,Card,Delivered,3,No,,,,,
335,18-06-2025,C065,Kukatpally,Veg,Lunch,14:20:00,Kiran,4.6,14,39,2,10,230,Wallet,Delivered,4,No,,,,,
336,18-04-2025,C087,Dilsukhnagar,Veg,Dinner,18:20:00,Rahul,5.4,23,40,2,0,260,Cash,Delivered,4,No,,,,,
337,20-05-2025,C095,Hitech City,Non-Veg,Dinner,18:10:00,Rahul,6.8,14,49,1,15,150,Wallet,Delivered,3,No,,,,,
338,22-05-2025,C133,Kukatpally,Jain,Dinner,20:00:00,Vikram,4.9,30,29,2,20,270,UPI,Delivered,4,No,,,,,
339,16-06-2025,C071,Dilsukhnagar,Veg,Dinner,19:15:00,Naveen,8.3,19,36,1,20,110,Card,Delivered,5,No,,,,,
340,25-06-2025,C144,Uppal,Veg,Lunch,14:20:00,Kiran,3.4,16,35,2,0,240,Card,Delivered,5,No,,,,,
341,06-05-2025,C019,Banjara Hills,Jain,Breakfast,08:50:00,Arun,5.7,14,36,1,0,95,Card,Delivered,4,No,,,,,
342,15-04-2025,C118,Manikonda,Veg,Dinner,20:30:00,Imran,9.2,28,46,3,15,375,UPI,Delivered,5,No,,,,,
343,01-06-2025,C106,Ameerpet,Veg,Breakfast,09:10:00,Rahul,4.6,18,39,2,0,160,Card,Late,5,No,,,,,
344,02-05-2025,C122,Ameerpet,Veg,Lunch,11:45:00,Kiran,2.2,16,16,2,0,240,Cash,Cancelled,0,No,,,,,
345,13-06-2025,C052,LB Nagar,Veg,Lunch,12:20:00,Vikram,5.4,21,31,1,20,100,Card,Delivered,5,No,,,,,
346,20-04-2025,C011,LB Nagar,Veg,Breakfast,07:10:00,Imran,8,10,29,2,15,145,Card,Delivered,5,No,,,,,
347,19-06-2025,C033,Madhapur,Veg,Lunch,14:30:00,Naveen,5,24,48,4,15,465,Wallet,Delivered,4,No,,,,,
348,09-06-2025,C003,Madhapur,Non-Veg,Breakfast,09:45:00,Vikram,3.5,24,31,2,10,220,Wallet,Delivered,5,No,,,,,
349,14-06-2025,C088,Ameerpet,Veg,Breakfast,09:40:00,Suresh,4.1,23,38,1,15,65,Wallet,Delivered,4,No,,,,,
350,25-05-2025,C059,LB Nagar,Veg,Breakfast,10:40:00,Amit,1,26,38,1,10,70,Card,Delivered,5,No,,,,,
351,01-05-2025,C108,Secunderabad,Veg,Dinner,21:45:00,Suresh,3.1,20,35,2,20,240,Card,Delivered,4,Yes,,,,,
352,02-06-2025,C025,Secunderabad,Veg,Lunch,13:00:00,Kiran,5.1,14,29,2,0,240,Card,Delivered,5,No,,,,,
353,17-05-2025,C148,Manikonda,Veg,Lunch,13:40:00,Suresh,4.4,25,38,1,20,100,Card,Cancelled,0,No,,,,,
354,16-05-2025,C043,Manikonda,Non-Veg,Lunch,14:50:00,Kiran,3.7,22,12,1,0,155,Wallet,Delivered,5,No,,,,,
355,20-06-2025,C102,Kukatpally,Veg,Dinner,21:10:00,Imran,7,8,36,1,0,130,Card,Delivered,5,No,,,,,
356,15-06-2025,C021,Gachibowli,Veg,Dinner,21:45:00,Suresh,2,10,38,2,0,260,Wallet,Late,4,No,,,,,
357,14-04-2025,C022,Hitech City,Veg,Breakfast,07:50:00,Arun,3.5,20,31,1,10,70,Cash,Cancelled,0,No,,,,,
358,11-04-2025,C044,Madhapur,Veg,Dinner,21:30:00,Rahul,5.5,18,25,2,10,250,Card,Late,3,No,,,,,
359,12-05-2025,C117,Manikonda,Veg,Lunch,14:30:00,Naveen,6.7,15,25,1,20,100,Card,Cancelled,0,No,,,,,
360,15-05-2025,C035,Ameerpet,Veg,Lunch,12:10:00,Arun,3.6,27,39,1,0,120,Wallet,Delivered,4,Yes,,,,,
361,08-06-2025,C002,Banjara Hills,Veg,Breakfast,10:50:00,Kiran,3.7,15,29,2,0,160,Cash,Cancelled,0,No,,,,,
362,23-05-2025,C021,Begumpet,Veg,Dinner,21:45:00,Vikram,9.1,20,46,2,20,240,Card,Delivered,5,No,,,,,
363,07-05-2025,C116,Kukatpally,Veg,Dinner,20:45:00,Imran,6.8,19,36,1,0,130,Cash,Delivered,3,No,,,,,
364,12-05-2025,C003,Gachibowli,Jain,Breakfast,08:00:00,Amit,4.1,17,32,1,0,95,Cash,Delivered,4,No,,,,,
365,02-04-2025,C085,Hitech City,Veg,Lunch,12:40:00,Suresh,6.1,18,43,2,10,230,UPI,Delivered,4,No,,,,,
366,05-05-2025,C064,Begumpet,Veg,Lunch,11:50:00,Imran,4.3,18,17,2,0,240,Cash,Delivered,5,No,,,,,
367,05-04-2025,C083,Kondapur,Veg,Breakfast,10:10:00,Rahul,6.5,20,45,4,10,310,UPI,Delivered,5,No,,,,,
368,03-05-2025,C112,Ameerpet,Veg,Lunch,13:20:00,Rahul,0.8,30,25,1,20,100,Cash,Delivered,5,No,,,,,
369,06-05-2025,C122,Miyapur,Non-Veg,Dinner,18:45:00,Suresh,6.9,11,43,1,0,165,Card,Cancelled,0,No,,,,,
370,12-04-2025,C138,Dilsukhnagar,Veg,Breakfast,08:50:00,Amit,2.2,14,44,1,20,60,Cash,Delivered,2,No,,,,,
371,02-06-2025,C035,Kukatpally,Non-Veg,Breakfast,09:40:00,Rahul,4.1,19,40,1,0,115,Wallet,Delivered,5,No,,,,,
372,27-05-2025,C142,Kondapur,Veg,Dinner,20:50:00,Amit,5.6,18,39,1,0,130,Cash,Delivered,5,No,,,,,
373,28-05-2025,C094,Dilsukhnagar,Veg,Lunch,13:40:00,Vikram,9.8,17,46,2,15,225,Card,Delivered,5,No,,,,,
374,09-04-2025,C083,Hitech City,Veg,Dinner,21:20:00,Amit,6.8,24,48,1,15,115,UPI,Delivered,5,No,,,,,
375,06-04-2025,C126,Banjara Hills,Veg,Breakfast,08:00:00,Arun,5.9,11,49,1,0,80,UPI,Delivered,5,No,,,,,
376,17-05-2025,C093,Banjara Hills,Jain,Breakfast,07:00:00,Naveen,2,19,22,1,10,85,Card,Delivered,4,No,,,,,
377,08-04-2025,C060,Banjara Hills,Non-Veg,Dinner,20:00:00,Naveen,4.4,19,36,2,0,330,Cash,Delivered,5,No,,,,,
378,25-04-2025,C118,Miyapur,Veg,Dinner,19:15:00,Naveen,5.4,27,39,1,20,110,UPI,Delivered,5,No,,,,,
379,22-04-2025,C141,Ameerpet,Veg,Breakfast,10:40:00,Kiran,4,23,42,1,15,65,Wallet,Delivered,5,No,,,,,
380,21-06-2025,C115,Begumpet,Veg,Lunch,13:20:00,Rahul,1.8,21,34,1,15,105,UPI,Late,4,No,,,,,
381,07-05-2025,C071,Uppal,Jain,Dinner,18:15:00,Suresh,3.8,26,31,1,0,145,UPI,Delivered,0,No,,,,,
382,05-04-2025,C024,Jubilee Hills,Veg,Lunch,13:15:00,Naveen,4.8,16,34,1,15,105,Cash,Delivered,4,No,,,,,
383,10-04-2025,C077,Madhapur,Veg,Dinner,20:50:00,Naveen,2.1,9,41,2,20,240,UPI,Late,5,No,,,,,
384,08-04-2025,C003,Manikonda,Veg,Lunch,13:45:00,Naveen,2.6,12,12,2,0,240,UPI,Late,5,No,,,,,
385,10-05-2025,C101,Secunderabad,Veg,Dinner,18:40:00,Amit,3.1,10,44,1,15,115,Cash,Late,4,Yes,,,,,
386,26-05-2025,C022,Begumpet,Veg,Lunch,14:15:00,Naveen,6.7,13,56,1,15,105,Cash,Late,2,No,,,,,
